Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
1.190.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2019;140.000 km;;;;1798 cc;98 hp;Sedan;17 Ekim 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/2020-cikisli-toyota-corolla-hybird-serit-takip-k-sarj-otomatik/33058913
1.399.750 TL;Toyota;Corolla;1.5 Dream;2021;56.000 km;;;;1490 cc;125 hp;Sedan;17 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-dream/ozbek-2021-corolla-boyasiz-56-000-km-1-5-dream-mds/33675069
769.800 TL;Toyota;Auris;1.6 Comfort Extra;2009;106.200 km;;;;1598 cc;124 hp;Hatchback/5;17 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-6-comfort-extra/imza-orjinal-ilk-elden-hatasiz-toyota-auris-106-binde-saf-benzn/33669281
"1.425.000 TL
1.410.000 TL";Toyota;Corolla;1.8 Hybrid Dream;2021;56.862 km;;;;1798 cc;98 hp;Sedan;17 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/galeriden-toyota-corolla-2021-model-56-bin-km-de-orjinal-hatasiz-1-8-hbrid/33411663
654.000 TL;Toyota;Corolla;1.4 D-4D Advance;2016;345.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;17 Ekim 2025;3 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-advance/toyota-corolla-1-4-d-4d-advance-makyajli-ful-paket/33262540
"719.750 TL
699.750 TL";Toyota;Corolla;1.4 D-4D Comfort;2008;243.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;17 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-comfort/ozbek-2008-corolla-1-4d-comfort-boyasiz-ilk-el-243-000-km-otm/33176188
1.499.000 TL;Toyota;Corolla;1.5 Flame X-Pack;2022;59.500 km;;;;1490 cc;125 hp;Sedan;17 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-flame-x-pack/2022-toyota-corolla-1-5-flame-x-pack-multidrive-s/33168544
1.100.000 TL;Toyota;Corolla;1.6 Advance;2013;144.500 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;17 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-advance/toyota-corolla-1-6-132-hp-advance/32730048
642.500 TL;Toyota;Auris;1.33 Comfort;2011;120.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;17 Ekim 2025;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-33-comfort/otorium-2011-auris-comfort-1-33-manuel-120-000-km-k-k-12-taksit/32724233
725.000 TL;Toyota;Corolla;1.6 Comfort;2009;218.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;16 Ekim 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-comfort/guray-otomotiv-guvencesi-ile/33645454
1.265.000 TL;Toyota;Corolla;1.6 Advance;2016;121.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;16 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-advance/2016-toyota-corolla-1-6-advance-tam-otomatik-makyajli-121-000km/33645444
1.514.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2022;43.000 km;;;;1798 cc;98 hp;Sedan;16 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/2022-model-hatasiz-boyasiz-toyota-corolla-hybrit-43-bin-km-de/33644838
1.649.000 TL;Toyota;Corolla;1.5 Flame X-Pack;2023;60.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;16 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-flame-x-pack/2023-yeni-tip-makyajli-hatasiz-boyasiz-sunroof-hayalet-led/33084813
960.000 TL;Toyota;Auris;1.6 Active;2013;40.000 km;;;;1598 cc;132 hp;Hatchback/5;16 Ekim 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-6-active/atlas-auto-dan-toyota-auris-otomatik-vites-40-bin-km-de/32564367
1.339.000 TL;Toyota;Corolla;1.5 Vision;2023;75.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;16 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-vision/bayiden-2023-model-toyota-corolla-vision/32273573
255.000 TL;Toyota;Corolla;1.3 XL;1994;383.000 km;;;;1332 cc;88 hp;Sedan;15 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-3-xl/toyota-corolla-1-3-xl-1994-model-afyonkarahisar/33607000
420.000 TL;Toyota;Corolla;1.6 Comfort;2005;360.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Sedan;15 Ekim 2025;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-comfort/0541-838-70-07-arayin-toyota-corolla-1-6-comfort-2005-model-karaman/33593621
1.220.000 TL;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2020;190.000 km;;;;1601 - 1800 cm3;101 - 125 HP;Sedan;15 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-flame-x-pack/otorium-2020-corolla-flame-x-pack-1-19-kredi-k-karti-12-taksit/31860208
945.000 TL;Toyota;Corolla;1.33 Life;2015;84.000 km;;;;1329 cc;99 hp;Sedan;15 Ekim 2025;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-33-life/2015-model-80-000-km-masrafsiz-celik-jant/31522956
1.310.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2021;141.000 km;;;;1798 cc;98 hp;Sedan;14 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/alibey-otomotiv-den-boyasiz-degisensiz-h-kayitsiz-2021-dusuk-km-ekspertiz-garantili/33580778
545.000 TL;Toyota;Corolla;1.6 Elegant;2007;333.500 km;;;;1598 cc;124 hp;Sedan;14 Ekim 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-elegant/sahibinden-toyota-corolla-1-6-elegant-2007-model/33509425
1.500.000 TL;Toyota;Yaris;1.5 Hybrid Passion;2020;54.000 km;;;;1490 cc;92 hp;Hatchback/5;14 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-yaris-1-5-hybrid-passion/sahibinden-toyota-yaris-1-5-hybrid-passion-2021-model-izmir/33502598
598.000 TL;Toyota;Corolla;1.6 Sol;2003;285.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-sol/boyasiz-degisensiz/33480522
849.000 TL;Toyota;Auris;1.4 D-4D Active Skypack;2013;188.000 km;;;;1364 cc;90 hp;Hatchback/5;13 Ekim 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-4-d-4d-active-skypack/bakay-dan-2014-cks-cam-tvn-k-ayna-188-000km-auris/33267845
650.000 TL;Toyota;Corolla;1.4 D-4D Comfort;2009;185.000 km;;;;1365 cc;90 hp;Sedan;13 Ekim 2025;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-comfort/karta-taksit-olur-185-binde/33267825
1.579.000 TL;Toyota;Corolla;1.6 Dream;2020;39.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-dream/1-6-dream-otomatik-hatasiz-boyasiz-tramersiz/33262184
1.345.000 TL;Toyota;Corolla;1.6 Dream;2020;122.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-dream/olmez-auto-dan-degisensiz-tramersiz-cift-renk/33562458
1.699.000 TL;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2022;43.000 km;;;;1798 cc;98 hp;Sedan;11 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-flame-x-pack/galeriden-toyota-corolla-1-8-hybrid-flame-x-pack-2022-model-manisa/33433723
1.238.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2021;180.000 km;;;;1798 cc;98 hp;Sedan;11 Ekim 2025;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/2021-toyata-coralla-hyrbit-hasarsiz-km-180-000/33424340
1.135.000 TL;Toyota;Corolla;1.6 Touch;2015;145.000 km;;;;1598 cc;132 hp;Sedan;11 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-touch/ilk-sahibinden-tamamen-orjinal-degisen-boya-soktak-tramer-yok/33424148
880.000 TL;Toyota;Auris;1.4 D-4D Comfort Plus;2012;142.000 km;;;;1364 cc;76 - 100 HP;Hatchback/5;11 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-4-d-4d-comfort-plus/2012-auris-hatasiz-142-000-km/33201980
1.225.000 TL;Toyota;Corolla;1.6 Advance;2016;135.000 km;;;;1598 cc;132 hp;Sedan;11 Ekim 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-advance/galeriden-toyota-corolla-1-6-advance-2016-model-adana/33206869
750.000 TL;Toyota;Auris;1.6 Comfort Extra;2011;244.100 km;;;;1598 cc;124 hp;Hatchback/5;10 Ekim 2025;4 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-auris-1-6-comfort-extra/sahibinden-toyota-auris-1-6-comfort-extra-2011-model-tam-otomatik-750-000-tl/33405295
870.000 TL;Toyota;Corolla;1.33 Life;2013;151.000 km;;;;1329 cc;99 hp;Sedan;10 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-33-life/2013-corolla-tek-parca-boyali-harici-boyasiz/33175768
750.000 TL;Toyota;Corolla;1.33 Life;2017;213.300 km;;;;1329 cc;99 hp;Sedan;09 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-33-life/mamak-tan-2017-model-toyota-corolla-makyajli-kasa-1-33-ici-bej/32918702
1.085.000 TL;Toyota;Corolla;1.4 D-4D Premium;2013;195.000 km;;;;1364 cc;90 hp;Sedan;08 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-premium/galeriden-toyota-corolla-1-4-d-4d-premium-2013-model-antalya-195000-km-beyaz/33074642
245.000 TL;Toyota;Corolla;1.3 XLi;1993;332.500 km;;;;1332 cc;88 hp;Sedan;08 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-3-xli/atesharman-autodan-93-toyota-corolla-1-3/33069428
"885.000 TL
869.000 TL";Toyota;Auris;1.6 Elegant;2010;122.000 km;;;;1598 cc;124 hp;Hatchback/5;08 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-6-elegant/caliskan-motors-toyota-auris-1-6-elegant-2010-model-istanbul/32485486
1.335.000 TL;Toyota;Corolla;1.6 Advance;2017;90.000 km;;;;1598 cc;132 hp;Sedan;08 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-advance/galeriden-toyota-corolla-1-6-advance-2017-model-aksaray/32476445
"1.379.000 TL
1.360.000 TL";Toyota;Yaris;1.5 Dream;2023;16.500 km;;;;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;08 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-yaris-1-5-dream/toyota-yaris-2023-1-5-dream-boyasiz-hatasiz-degisensiz-hasarsiz/32472190
1.049.000 TL;Toyota;Corolla;1.4 D-4D Advance;2013;145.000 km;;;;1364 cc;90 hp;Sedan;07 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-advance/mehmet-kahya-otomotivden-hatasiz-boyasiz-toyota-corolla/32111758
1.340.000 TL;Toyota;Corolla;1.5 Vision;2021;59.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;07 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-vision/2021-toyota-corolla-1-5-vision-hatasiz-otomatik-10ileri-59-000km/31195479
1.429.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2021;53.912 km;;;;1601 - 1800 cm3;101 - 125 HP;Sedan;06 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/dusuk-km-hybrid-corolla/32406422
1.429.000 TL;Toyota;Corolla;1.5 Dream;2023;42.500 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;06 Ekim 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-dream/hatasiz-ayarinda-dusuk-km/32405854
1.225.000 TL;Toyota;Corolla;1.4 D-4D Touch;2017;147.000 km;;;;1364 cc;90 hp;Sedan;05 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-touch/2017-toyota-corolla-1-4-d-4d-touch-otomatik-147-0000-km-hatasiz/32409818
"1.429.750 TL
1.399.750 TL";Toyota;Corolla;1.5 Dream;2021;55.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;04 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-dream/ozbek-2021-corolla-1-5-dream-mds-hatasiz-55-bin-km/32804910
1.050.000 TL;Toyota;Avensis;1.6 Elegant Extra;2013;165.000 km;;;;1598 cc;132 hp;Sedan;02 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant-extra/galeriden-toyota-avensis-1-6-elegant-extra-2013-model-malatya/29640731
1.659.750 TL;Toyota;Corolla;1.5 Dream X-Pack;2024;30.250 km;;;;1490 cc;125 hp;Sedan;25 Eylül 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-dream-x-pack/koray-iner-otomotiv-2024-dream-x-pack-sunrooflu-yalnizca-30-binde/32087074
650.000 TL;Toyota;Corolla;1.4 D-4D Elegant;2010;287.000 km;;;;1364 cc;90 hp;Sedan;15 Eylül 2025;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/bostancioglu-otomotivden-toyota-corolla-1-4-d-4d-elegant-2010-model-samsun/29373929
955.000 TL;Toyota;Corolla;1.4 D-4D Advance;2017;180.000 km;;;;1364 cc;90 hp;Sedan;20 Ekim 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-4-d-4d-advance/sahibinden-toyota-corolla-1-4-d-4d-advance-2017-model/33758028
585.000 TL;Toyota;Corolla;1.6 GLi Special;1998;104.000 km;;;;1587 cc;114 hp;Sedan;20 Ekim 2025;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-gli-special/sahibinden-toyota-corolla-1-6-gli-special-1998-model/33760648
850.000 TL;Toyota;Corolla;1.33 Life;2014;112.000 km;;;;1329 cc;99 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-33-life/hatasiz-dusuk-km-li/33770213
1.120.000 TL;Toyota;Corolla;1.5 Vision;2022;151.500 km;;;;1490 cc;125 hp;Sedan;20 Ekim 2025;3 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-vision/demirbas-auto-dan-2022-toyota-corolla-vision-otomatik/33770355
1.225.000 TL;Toyota;Corolla;1.6 Dream;2020;60.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-dream/sahibinden-toyota-corolla-1-6-dream-2020-model/33770253
1.100.000 TL;Toyota;Corolla;1.6 Advance;2014;170.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-advance/sahibinden-toyota-corolla-1-6-advance-2014-model/33757587
345.000 TL;Toyota;Corolla;1.6 GLi;1997;425.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-gli/1997-xei-klimali-mukkemmel-kondisyon/33708683
940.000 TL;Toyota;Corolla;1.33 Life;2016;84.400 km;;;;1329 cc;99 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-33-life/sahibinden-toyota-corolla-1-33-life-2016-model/33758994
920.000 TL;Toyota;Auris;1.4 D-4D Advance Skypack;2013;210.000 km;;;;1364 cc;90 hp;Hatchback/5;20 Ekim 2025;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-auris-1-4-d-4d-advance-skypack/ilk-sahibinden-aile-araci/15173749
950.000 TL;Toyota;Corolla;1.4 D-4D Touch;2016;185.000 km;;;;1364 cc;90 hp;Sedan;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-4-d-4d-touch/sahibinden-toyota-corolla-1-4-d-4d-touch-2016-model/33757077
1.550.000 TL;Toyota;Corolla;1.5 Vision;2023;13.000 km;;;;1490 cc;125 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-5-vision/sahibinden-toyota-corolla-1-5-vision-2023-model/33508145
795.000 TL;Toyota;Corolla;1.33 Life;2013;137.700 km;;;;1329 cc;99 hp;Sedan;20 Ekim 2025;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-33-life/sahibinden-yetkili-servis-bakimli-toyota-corolla/33760594
1.235.000 TL;Toyota;Corolla;1.6 Dream;2020;198.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-dream/sahibinden-toyota-corolla-1-6-multidrive-s-2020-model/33735142
675.000 TL;Toyota;Corolla;1.6 Comfort;2008;215.000 km;;;;1598 cc;124 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-comfort/sahibinden-toyota-corolla-1-6-comfort-2008-model/33760312
295.000 TL;Toyota;Corolla;1.6 XEi;1997;338.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-xei/sahibinden-toyota-corolla-1-6-xei-1997-model/33759985
385.000 TL;Toyota;Corolla;1.6 GLi Special;1998;361.000 km;;;;1587 cc;114 hp;Sedan;20 Ekim 2025;3 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-gli-special/sahibinden-toyota-corolla-1-6-gli-special-1998-model/33759849
1.409.000 TL;Toyota;Corolla;1.5 Vision Plus;2024;34.869 km;;;;1490 cc;125 hp;Sedan;20 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-5-vision-plus/asf-otomotiv-2024-corolla-1-5-otomatik-vision-plus-20-kdv/33768614
930.000 TL;Toyota;Avensis;1.6 Elegant Extra;2012;150.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;20 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant-extra/onder-de-2012-avensis-elegant-extra-hatasiz-152-000km-demakyajli/33768942
875.000 TL;Toyota;Avensis;1.6 D-4D Premium;2015;194.000 km;;;;1598 cc;112 hp;Station wagon;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-d-4d-premium/degisensiz-dolu-paket-avensis-uygun-fiyata/33768941
858.000 TL;Toyota;Avensis;1.6 Elegant Extra;2011;126.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant-extra/2011-toyota-avensis-126-000-km-geri-gorus-navigasyon/33768938
735.950 TL;Toyota;Avensis;2.0 Executive Elegant;2005;119.000 km;;;;1998 cc;147 hp;Sedan;20 Ekim 2025;10 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-2-0-executive-elegant/sadece-119-000-km-de-emsalsiz-masrafsiz-executive-elegant/33768935
695.000 TL;Toyota;Avensis;1.6 Elegant;2010;265.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant/2010-bnz-lpg-avensis-sifir-kondisyon/33768934
665.000 TL;Toyota;Avensis;1.6 Comfort;2009;283.000 km;;;;1598 cc;110 hp;Sedan;20 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-comfort/akif-otomotiv-den-2009-toyota-avensis-1-6benzin-lpg-comfort/33768932
748.000 TL;Toyota;Avensis;1.6 Elegant;2010;137.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant/degisensiz-2010-toyota-avensis-elegant-hizsabitleme-android-ekrn/33768926
445.000 TL;Toyota;Avensis;1.6 Comfort;2008;337.800 km;;;;1598 cc;110 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-comfort/toyata-avensis-takas-kart-aile-araci/33768919
527.999 TL;Toyota;Corolla;1.6 Elegant;2011;464.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-6-elegant/toyota-corolla-1-6-elegant-2011-model/32000860
675.000 TL;Toyota;Avensis;1.6 Elegant;2006;141.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;20 Ekim 2025;1 değişen, 7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant/emsalsiz140-000-km-toyota-avensis/33768939
795.000 TL;Toyota;Avensis;2.0 Premium;2009;294.000 km;;;;1987 cc;152 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-2-0-premium/hatasiz-masrafsiz-en-dolusu-otomatik/33768936
990.000 TL;Toyota;Avensis;1.6 Elegant Extra;2012;112.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant-extra/110-binde-makyajli-kasa-hatasiz-turkiyede-tek/33768929
199.000 TL;Toyota;Avensis;2.0 Linea;1999;401.000 km;;;;1801 - 2000 cm3;126 - 150 HP;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-2-0-linea/mega-dan-piyasinin-100-bin-altina-avensis/33768927
799.000 TL;Toyota;Avensis;1.6 Elegant Extra;2011;199.800 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant-extra/denkar-avensis-1-6-benzin-lpg-cok-temiz-sifir-muayene/33768924
600.000 TL;Toyota;Avensis;1.6 Elegant;2005;265.000 km;;;;1598 cc;110 hp;Sedan;20 Ekim 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-elegant/elegant-cam-gibi-beyaz-renk-sifir-kondisyon/33768923
1.170.000 TL;Toyota;Avensis;1.6 Advance;2015;92.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-avensis-1-6-advance/toyota-plaza-hizel-guvencesiyle-toyota-avensis-1-6-advance/33768914
550.000 TL;Toyota;Corolla;1.4 D-4D Class;2009;320.000 km;;;;1365 cc;90 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-class/galeriden-toyota-corolla-1-4-d-4d-class-2009-model-yozgat/33767147
1.045.000 TL;Toyota;Corolla;1.6 Touch;2018;212.000 km;;;;1598 cc;132 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-6-touch/hatasiz-boyasiz/33765326
745.000 TL;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;235.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-comfort-extra/hatasiz-1-4-4d-toyota-corolla-full-bakim/33766566
1.495.000 TL;Toyota;Corolla;1.8 Hybrid Dream;2020;80.000 km;;;;1798 cc;98 hp;Sedan;20 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-8-hybrid-dream/sahibinden-toyota-corolla-1-8-hybrid-dream-2020-model/33758571
