Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen
1.495.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2015.0;124.000 km;Yarı Otomatik;54 lt;Beyaz;1395 cc;150 hp;Sedan;2 değişen, 1 boyalı
1.699.999 TL;Audi;A4;A4 Sedan 2.0 TDI Dynamic;2017.0;279.000 km;Yarı Otomatik;40 lt;Beyaz;1968 cc;190 hp;Sedan;Tamamı orjinal
1.850.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2015.0;260.000 km;Yarı Otomatik;65 lt;Beyaz;1968 cc;190 hp;Sedan;Belirtilmemiş
1.255.000 TL;Audi;A4;A4 Sedan 2.0 TFSI Quattro;2011.0;170.000 km;Yarı Otomatik;65 lt;Siyah;1984 cc;211 hp;Sedan;1 değişen, 3 boyalı
2.300.000 TL;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;185.000 km;Yarı Otomatik;65 lt;Beyaz;1968 cc;190 hp;Sedan;5 boyalı
1.275.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2014.0;241.000 km;Otomatik;63 lt;Beyaz;1968 cc;150 hp;Sedan;3 boyalı
1.090.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2015.0;264.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 1 boyalı
370.000 TL;Audi;A3;A3 Hatchback 1.6 Ambition;1999.0;285.000 km;Otomatik;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/3;Tamamı orjinal
1.969.500 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2015.0;55.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;Tamamı orjinal
1.090.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2015.0;309.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;1 değişen, 3 boyalı
1.085.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012.0;143.000 km;Yarı Otomatik;55 lt;Siyah;1598 cc;105 hp;Hatchback/5;5 boyalı
1.269.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014.0;130.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş
1.135.000 TL;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2016.0;192.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;116 hp;Sedan;4 değişen
1.750.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2014.0;245.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;176 - 200 HP;Sedan;4 boyalı
3.275.000 TL;Audi;A5;A5 Sportback 40 TDI Quattro Advanced;2020.0;130.000 km;Yarı Otomatik;58 lt;Siyah;1968 cc;204 hp;-;Belirtilmemiş
3.675.000 TL;Audi;A5;A5 Sportback 40 TDI Quattro S Line;2021.0;79.900 km;Otomatik;Dizel;Mavi;1801 - 2000 cm3;201 - 225 HP;Hatchback/5;Tamamı orjinal
865.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2008.0;188.000 km;Yarı Otomatik;55 lt;Siyah;1595 cc;102 hp;Hatchback/3;Tamamı orjinal
1.945.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2022.0;54.000 km;Yarı Otomatik;50 lt;Siyah;1498 cc;150 hp;Hatchback/5;1 değişen, 1 boyalı
1.440.000 TL;Audi;A3;A3 Sportback 30 TFSI Dynamic;2019.0;117.500 km;Otomatik;Benzin;Beyaz;1200 cm3' e kadar;101 - 125 HP;Hatchback/5;2 boyalı
1.075.000 TL;Audi;A4;A4 Sedan 2.0 TDI Quattro;2013.0;269.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;177 hp;Sedan;Tamamı orjinal
1.365.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2015.0;225.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Sedan;3 boyalı
1.290.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;190.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;116 hp;Sedan;1 değişen, 4 boyalı
850.000 TL;Audi;A6;A6 Sedan 3.0 TDI Quattro;2005.0;380.000 km;Otomatik;80 lt;Gri (Gümüş);2967 cc;233 hp;Sedan;2 değişen
5.385.000 TL;Audi;A5;A5 Sportback 40 TDI Quattro S Line;2022.0;99.000 km;Yarı Otomatik;58 lt;Gri;1968 cc;204 hp;Hatchback/5;Tamamı orjinal
1.685.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2012.0;198.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;3 boyalı
2.019.900 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2022.0;158.500 km;Otomatik;Hibrit;Gri;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
2.395.000 TL;Audi;A6;A6 Sedan 2.0 TDI Quattro;2018.0;270.000 km;Yarı Otomatik;65 lt;Siyah;1968 cc;190 hp;Sedan;1 boyalı
532.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2006.0;226.000 km;Düz;55 lt;Siyah;1595 cc;102 hp;Hatchback/3;1 değişen, 10 boyalı
1.425.000 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2017.0;195.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş
1.700.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Dynamic;2016.0;302.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;4 boyalı
1.090.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015.0;249.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
1.145.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2011.0;191.000 km;Otomatik;65 lt;Beyaz;1968 cc;143 hp;Sedan;1 değişen, 3 boyalı
1.180.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2013.0;249.000 km;Otomatik;63 lt;Siyah;1968 cc;150 hp;Sedan;Tamamı orjinal
2.100.000 TL;Audi;S;S3 2.0 TFSI Quattro;2014.0;170.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;276 - 300 HP;Sedan;2 boyalı
1.179.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013.0;156.700 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;7 boyalı
1.515.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015.0;115.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
2.425.000 TL;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;235.000 km;Yarı Otomatik;65 lt;Gri;1968 cc;190 hp;Sedan;3 boyalı
1.149.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2012.0;372.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;1 değişen
1.320.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2015.0;224.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;126 - 150 HP;Sedan;3 boyalı
2.125.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2023.0;69.000 km;Yarı Otomatik;50 lt;Beyaz;1498 cc;150 hp;Hatchback/5;Tamamı orjinal
1.235.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;207.500 km;Yarı Otomatik;50 lt;Siyah;1598 cc;105 hp;Sedan;3 boyalı
1.655.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2016.0;132.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;Tamamı orjinal
3.110.000 TL;Audi;A4;A4 Sedan 45 TFSI Quattro Advanced;2020.0;110.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;251 - 275 HP;Sedan;Tamamı orjinal
1.769.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2017.0;187.000 km;Yarı Otomatik;54 lt;Gri;1395 cc;150 hp;Sedan;3 boyalı
2.555.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2025.0;6.001 km;Otomatik;Hibrit;Beyaz;1401 - 1600 cm3;151 - 175 HP;Coupe;Tamamı orjinal
1.379.900 TL;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2016.0;145.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;116 hp;Sedan;Tamamı orjinal
1.150.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;194.000 km;Yarı Otomatik;50 lt;Füme;1598 cc;105 hp;Sedan;1 değişen, 5 boyalı
1.800.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Dynamic;2017.0;221.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;Tamamı orjinal
2.049.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2022.0;114.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
1.299.999 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018.0;196.000 km;Otomatik;Dizel;Mavi;;;Sedan;2 değişen, 4 boyalı
730.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009.0;303.000 km;Yarı Otomatik;55 lt;Siyah;1390 cc;125 hp;Hatchback/5;10 boyalı
1.450.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;149.600 km;Yarı Otomatik;50 lt;Gri;1598 cc;116 hp;Sedan;4 boyalı
1.635.000 TL;Audi;A3;A3 Sedan 30 TDI Dynamic;2019.0;198.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;116 hp;Sedan;1 değişen
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;285.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;105 hp;Sedan;7 boyalı
1.825.000 TL;Audi;A3;A3 Sedan 1.5 TFSI Sport Line;2020.0;95.000 km;Otomatik;Benzin;Gri;;;Sedan;1 değişen
1.920.000 TL;Audi;A5;A5 Sportback 2.0 TDI Quattro;2015.0;180.000 km;Yarı Otomatik;63 lt;Beyaz;1968 cc;177 hp;Hatchback/5;1 boyalı
810.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Standart;2006.0;132.000 km;Otomatik;55 lt;Mavi;1595 cc;102 hp;Hatchback/5;Belirtilmemiş
1.690.000 TL;Audi;A3;A3 Sedan 30 TDI Design;2019.0;187.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;116 hp;Sedan;Belirtilmemiş
700.000 TL;Audi;A4;A4 Sedan 1.8 T;2006.0;280.000 km;Otomatik;70 lt;Siyah;1781 cc;163 hp;Sedan;Belirtilmemiş
1.110.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2012.0;132.000 km;Yarı Otomatik;55 lt;Beyaz;1390 cc;125 hp;Hatchback/3;1 değişen
1.450.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Sport;2016.0;237.000 km;Yarı Otomatik;54 lt;Mavi;1395 cc;150 hp;Sedan;2 boyalı
655.000 TL;Audi;A3;A3 Sportback 1.6 Standart;2008.0;338.000 km;Otomatik;55 lt;Mavi;1595 cc;102 hp;Hatchback/3;Belirtilmemiş
1.450.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2016.0;102.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Hatchback/5;4 boyalı
2.150.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2018.0;62.266 km;Yarı Otomatik;54 lt;Beyaz;1395 cc;150 hp;Sedan;2 değişen
1.780.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2013.0;234.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;Belirtilmemiş
1.650.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2014.0;325.000 km;Yarı Otomatik;65 lt;Siyah;1968 cc;190 hp;Sedan;3 boyalı
890.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2011.0;385.000 km;Otomatik;65 lt;Gri;1998 cc;177 hp;Sedan;9 boyalı
1.250.000 TL;Audi;A5;A5 Sportback 2.0 TDI;2012.0;380.000 km;Otomatik;65 lt;Siyah;1968 cc;177 hp;Hatchback/5;2 değişen, 4 boyalı
355.900 TL;Audi;A3;A3 Hatchback 1.6 Attraction;2003.0;311.000 km;Otomatik;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/3;1 değişen, 11 boyalı
2.950.000 TL;Audi;A5;A5 Sportback 2.0 TDI Quattro;2019.0;150.000 km;Yarı Otomatik;58 lt;Füme;1968 cc;190 hp;Hatchback/5;Tamamı orjinal
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015.0;295.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Sedan;Belirtilmemiş
460.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2003.0;278.000 km;Otomatik;55 lt;Gri (Gümüş);1595 cc;101 hp;Hatchback/5;Belirtilmemiş
400.000 TL;Audi;A4;A4 Sedan 1.6;2004.0;340.000 km;Düz;70 lt;Bej;1595 cc;102 hp;Sedan;Tamamı boyalı
2.450.000 TL;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;210.000 km;Yarı Otomatik;65 lt;Siyah;1968 cc;190 hp;Sedan;Tamamı orjinal
1.250.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2011.0;234.000 km;Otomatik;70 lt;Gri (Gümüş);1968 cc;170 hp;Sedan;2 değişen, 2 boyalı
870.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2010.0;315.000 km;Otomatik;70 lt;Siyah;1968 cc;170 hp;Sedan;2 boyalı
1.420.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;177.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;116 hp;Sedan;Tamamı orjinal
1.200.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015.0;247.000 km;Yarı Otomatik;50 lt;Bej;1598 cc;110 hp;Hatchback/5;1 değişen, 2 boyalı
1.800.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2013.0;214.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;1 değişen, 1 boyalı
800.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2009.0;303.000 km;Otomatik;70 lt;Siyah;1968 cc;170 hp;Sedan;Belirtilmemiş
2.250.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2015.0;197.500 km;Yarı Otomatik;65 lt;Beyaz;1968 cc;190 hp;Sedan;Belirtilmemiş
3.990.000 TL;Audi;S;S3 2.0 TFSI Quattro;2023.0;28.000 km;Yarı Otomatik;55 lt;Kırmızı;1984 cc;310 hp;Sedan;Tamamı orjinal
2.395.000 TL;Audi;A6;A6 Sedan 3.0 TDI Quattro;2015.0;189.467 km;Otomatik;Dizel;Siyah;2501 - 3000 cm3;251 - 275 HP;Sedan;5 boyalı
12.500.000 TL;Audi;A8;50 TDI Quattro Long;2022.0;85.000 km;Otomatik;72 lt;Siyah;2967 cc;286 hp;Sedan;Tamamı orjinal
5.725.000 TL;Audi;A6;E-Tron;2025.0;8.500 km;Otomatik;Elektrik;Gri;-;326 - 350 HP;Hatchback/5;Tamamı orjinal
4.200.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Design;2020.0;82.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;204 hp;Sedan;Tamamı orjinal
5.350.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Advanced;2023.0;56.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;204 hp;Sedan;Tamamı orjinal
2.490.000 TL;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;155.000 km;Yarı Otomatik;65 lt;Siyah;1968 cc;190 hp;Sedan;4 boyalı
1.450.000 TL;Audi;A5;A5 Sportback 2.0 TFSI Quattro;2011.0;316.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;201 - 225 HP;Hatchback/5;Tamamı orjinal
4.680.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Advanced;2022.0;52.000 km;Otomatik;Dizel;Siyah;2001 - 2500 cm3;201 - 225 HP;Sedan;Tamamı orjinal
2.345.000 TL;Audi;A5;A5 Sportback 1.4 TFSI Sport;2017.0;162.000 km;Otomatik;Benzin;Beyaz;1201 - 1400 cm3;126 - 150 HP;Hatchback/5;Belirtilmemiş
4.165.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Design;2020.0;145.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;204 hp;Sedan;Tamamı orjinal
4.395.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Sport;2020.0;94.800 km;Yarı Otomatik;63 lt;Gri;1968 cc;204 hp;Sedan;1 boyalı
3.560.000 TL;Audi;A6;A6 Sedan 40 TDI Quattro Design;2020.0;168.000 km;Yarı Otomatik;63 lt;Lacivert;1968 cc;204 hp;Sedan;6 boyalı
2.460.000 TL;Audi;A5;A5 Sportback 1.4 TFSI Design;2017.0;130.000 km;Otomatik;Benzin;Gri;1201 - 1400 cm3;126 - 150 HP;Hatchback/5;1 değişen
3.579.750 TL;Audi;A6;A6 Sedan 40 TDI Quattro Design;2019.0;199.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;204 hp;Sedan;Belirtilmemiş
1.185.000 TL;Audi;A5;A5 Sportback 2.0 TDI;2011.0;235.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;126 - 150 HP;Hatchback/5;2 değişen, 2 boyalı
4.585.000 TL;Audi;A5;A5 Sportback 40 TDI Quattro S Line;2023.0;25.000 km;Yarı Otomatik;58 lt;Füme;1968 cc;204 hp;Hatchback/5;Tamamı orjinal
1.245.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2012.0;395.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;176 - 200 HP;Sedan;3 boyalı
769.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2011.0;385.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;151 - 175 HP;Sedan;Tamamı orjinal
1.750.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2013.0;238.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;176 - 200 HP;Sedan;Belirtilmemiş
2.100.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2012.0;177.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;Belirtilmemiş
1.525.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2014.0;320.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;2 değişen, 7 boyalı
975.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2011.0;269.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;126 - 150 HP;Sedan;5 boyalı
995.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2012.0;270.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;Belirtilmemiş
1.537.000 TL;Audi;A5;A5 Sportback 2.0 TFSI Quattro;2012.0;162.000 km;Otomatik;Benzin;Beyaz;1801 - 2000 cm3;201 - 225 HP;Hatchback/5;Belirtilmemiş
2.150.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2012.0;132.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;Tamamı orjinal
610.000 TL;Audi;A6;A6 Sedan 2.0 TDI;2008.0;414.000 km;Otomatik;Dizel;Füme;1801 - 2000 cm3;126 - 150 HP;Sedan;Belirtilmemiş
1.400.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2013.0;195.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;2 değişen, 3 boyalı
1.359.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2015.0;200.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;126 - 150 HP;Sedan;2 boyalı
1.289.000 TL;Audi;A4;A4 Sedan 2.0 TDI;2014.0;199.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;126 - 150 HP;Sedan;3 boyalı
3.269.000 TL;Audi;A4;A4 Sedan 40 TDI Quattro Advanced;2023.0;47.200 km;Yarı Otomatik;58 lt;Siyah;1968 cc;204 hp;Sedan;5 boyalı
3.339.500 TL;Audi;A4;A4 Sedan 40 TDI Quattro Advanced;2022.0;49.497 km;Yarı Otomatik;58 lt;Siyah;1968 cc;204 hp;Sedan;Belirtilmemiş
2.679.000 TL;Audi;A4;A4 Sedan 40 TDI Advanced;2020.0;160.000 km;Otomatik;Dizel;Mavi;1801 - 2000 cm3;201 - 225 HP;Sedan;Tamamı orjinal
3.075.000 TL;Audi;A4;A4 Sedan 40 TDI Quattro Advanced;2020.0;125.000 km;Otomatik;Hibrit;Siyah;1801 - 2000 cm3;201 - 225 HP;Sedan;Tamamı orjinal
5.650.000 TL;Audi;A5;A5 Coupe 2.0 TDI Quattro;2024.0;12.396 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;201 - 225 HP;Sedan;Tamamı orjinal
4.650.000 TL;Audi;A5;A5 Sedan;2024.0;17.000 km;Otomatik;Benzin;Mavi;1801 - 2000 cm3;201 - 225 HP;Sedan;Tamamı orjinal
1.697.500 TL;Audi;A4;A4 Sedan 1.4 TFSI Dynamic;2016.0;180.000 km;Yarı Otomatik;54 lt;Beyaz;1395 cc;150 hp;Sedan;1 boyalı
755.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2006.0;250.000 km;Düz;55 lt;Beyaz;1595 cc;102 hp;Hatchback/3;1 değişen
1.730.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2018.0;198.650 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Station wagon;Tamamı orjinal
2.125.000 TL;Audi;A4;A4 Sedan 1.4 TFSI Design;2018.0;55.000 km;Yarı Otomatik;54 lt;Beyaz;1395 cc;150 hp;Sedan;1 değişen, 3 boyalı
700.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009.0;303.000 km;Yarı Otomatik;55 lt;Kırmızı;1390 cc;125 hp;Hatchback/3;2 değişen, 9 boyalı
1.085.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2012.0;165.900 km;Yarı Otomatik;50 lt;Beyaz;1395 cc;122 hp;Hatchback/3;Tamamı orjinal
1.140.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2014.0;199.999 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;6 boyalı
1.077.900 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012.0;133.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;105 hp;Hatchback/3;1 boyalı
1.394.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2016.0;71.500 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/3;Belirtilmemiş
1.345.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;193.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;Belirtilmemiş
1.380.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2016.0;156.609 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Sedan;2 değişen, 1 boyalı
1.245.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016.0;210.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Hatchback/5;1 boyalı
1.398.750 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2015.0;149.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş
2.175.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2022.0;39.000 km;Yarı Otomatik;50 lt;Beyaz;1498 cc;150 hp;Hatchback/5;Tamamı orjinal
2.187.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2021.0;96.000 km;Yarı Otomatik;50 lt;Kırmızı;1498 cc;150 hp;Hatchback/5;Tamamı orjinal
2.100.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2021.0;59.000 km;Yarı Otomatik;50 lt;Beyaz;1498 cc;150 hp;Hatchback/5;Tamamı orjinal
785.000 TL;Audi;A6;A6 Sedan 2.0 TFSI;2008.0;248.000 km;Otomatik;70 lt;Gri;1984 cc;170 hp;Sedan;2 değişen, 4 boyalı
2.245.000 TL;Audi;A6;A6 Avant 2.0 TDI Quattro;2017.0;250.000 km;Yarı Otomatik;73 lt;Gri;1968 cc;190 hp;Station wagon;1 değişen, 4 boyalı
1.480.000 TL;Audi;A3;A3 Sedan 35 TFSI Design;2020.0;160.000 km;Yarı Otomatik;50 lt;Füme;1498 cc;150 hp;Sedan;1 değişen, 1 boyalı
1.869.750 TL;Audi;A3;A3 Sedan 35 TFSI Design;2020.0;62.000 km;Yarı Otomatik;50 lt;Siyah;1498 cc;150 hp;Sedan;1 değişen, 1 boyalı
2.250.000 TL;Audi;A3;A3 Sedan 30 TFSI S-Line;2021.0;70.000 km;Yarı Otomatik;45 lt;Siyah;999 cc;110 hp;Sedan;Tamamı orjinal
1.975.000 TL;Audi;A3;A3 Sedan 30 TFSI S-Line;2021.0;115.000 km;Yarı Otomatik;45 lt;Beyaz;999 cc;110 hp;Sedan;1 değişen, 3 boyalı
2.750.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2025.0;8.000 km;Otomatik;Hibrit;Siyah;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
980.000 TL;Audi;A3;A3 Sedan 1.6 TDI Sport Line;2016.0;243.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Sedan;2 değişen, 3 boyalı
2.510.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2024.0;23.000 km;Otomatik;Hibrit;Siyah;1401 - 1600 cm3;126 - 150 HP;Sedan;1 boyalı
2.750.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2025.0;11.000 km;Otomatik;Hibrit;Siyah;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
2.975.000 TL;Audi;A3;A3 Sedan 35 TFSI S-Line;2024.0;43.000 km;Yarı Otomatik;50 lt;Siyah;1498 cc;150 hp;Sedan;2 boyalı
715.000 TL;Audi;A1;1.4 TFSI Attraction;2011.0;219.000 km;Otomatik;Benzin;Kırmızı;1201 - 1400 cm3;176 - 200 HP;Hatchback/3;Tamamı orjinal
1.725.500 TL;Audi;A3;A3 Sportback 30 TDI Design;2019.0;90.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;116 hp;Hatchback/5;4 boyalı
845.000 TL;Audi;A1;1.4 TFSI Attraction;2011.0;159.000 km;Otomatik;Benzin;Lacivert;1201 - 1400 cm3;101 - 125 HP;Hatchback/3;2 değişen, 5 boyalı
1.125.000 TL;Audi;A4;A4 Sedan 1.8 TFSI;2011.0;183.000 km;Otomatik;Benzin;Beyaz;1601 - 1800 cm3;101 - 125 HP;Sedan;2 değişen
